transaction-type,transaction-date,default-currency,transaction-value,transaction_ref,transaction_value_currency,transaction_value_value-date,transaction_provider-org,transaction_provider-org_ref,transaction_provider-org_provider-activity-id,transaction_receiver-org,transaction_receiver-org_ref,transaction_receiver-org_receiver-activity-id,transaction_description,transaction_flow-type_code,transaction_finance-type_code,transaction_aid-type_code,transaction_tied-status_code,transaction_disbursement-channel_code,transaction_recipient-country-code,transaction_recipient-country,transaction_recipient-region-code,transaction_recipient-region,transaction_sector-code,transaction_sector,transaction_sector-vocabulary,transaction_sector-vocabulary-code,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code
3,2016-07-21,GBP,1944,6944235,GBP,2016-07-21,UK - Department for International Development (DFID),GB-GOV-1,,International Procurement Agency,NL-KVK-32037590,,DFID Purchased Relief Supplies,,,,,,,,,,,,,,GB-1-204861-101,2,2019-12-18 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two,"This activity (Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two) is a component of Expanding Social Protection in Uganda - Phase Two reported by DFID, with a funding type of 'Procurement of goods' and a budget of £1,940,095. This component benefits Uganda, and works in the following sector(s): Social Protection. , with the following implementing partners: International Procurement Agency. The start date is 01-07-2015 and the end date is 30-06-2022.",2,2015-07-01,2022-06-30,2015-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,International Procurement Agency,NL-KVK-32037590,Private Sector,70,UG,Uganda,,,,,16010,Social/ welfare services,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
3,2016-07-21,GBP,65920,6944237,GBP,2016-07-21,UK - Department for International Development (DFID),GB-GOV-1,,International Procurement Agency,NL-KVK-32037590,,DFID Purchased Relief Supplies,,,,,,,,,,,,,,GB-1-204861-101,2,2019-12-18 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two,"This activity (Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two) is a component of Expanding Social Protection in Uganda - Phase Two reported by DFID, with a funding type of 'Procurement of goods' and a budget of £1,940,095. This component benefits Uganda, and works in the following sector(s): Social Protection. , with the following implementing partners: International Procurement Agency. The start date is 01-07-2015 and the end date is 30-06-2022.",2,2015-07-01,2022-06-30,2015-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,International Procurement Agency,NL-KVK-32037590,Private Sector,70,UG,Uganda,,,,,16010,Social/ welfare services,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
3,2016-08-19,GBP,6084,7000473,GBP,2016-08-19,UK - Department for International Development (DFID),GB-GOV-1,,International Procurement Agency,NL-KVK-32037590,,DFID Purchased Relief Supplies,,,,,,,,,,,,,,GB-1-204861-101,2,2019-12-18 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two,"This activity (Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two) is a component of Expanding Social Protection in Uganda - Phase Two reported by DFID, with a funding type of 'Procurement of goods' and a budget of £1,940,095. This component benefits Uganda, and works in the following sector(s): Social Protection. , with the following implementing partners: International Procurement Agency. The start date is 01-07-2015 and the end date is 30-06-2022.",2,2015-07-01,2022-06-30,2015-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,International Procurement Agency,NL-KVK-32037590,Private Sector,70,UG,Uganda,,,,,16010,Social/ welfare services,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
3,2016-09-20,GBP,2537,7036471,GBP,2016-09-20,UK - Department for International Development (DFID),GB-GOV-1,,International Procurement Agency,NL-KVK-32037590,,DFID Purchased Relief Supplies,,,,,,,,,,,,,,GB-1-204861-101,2,2019-12-18 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two,"This activity (Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two) is a component of Expanding Social Protection in Uganda - Phase Two reported by DFID, with a funding type of 'Procurement of goods' and a budget of £1,940,095. This component benefits Uganda, and works in the following sector(s): Social Protection. , with the following implementing partners: International Procurement Agency. The start date is 01-07-2015 and the end date is 30-06-2022.",2,2015-07-01,2022-06-30,2015-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,International Procurement Agency,NL-KVK-32037590,Private Sector,70,UG,Uganda,,,,,16010,Social/ welfare services,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
3,2016-09-29,GBP,1842,7045703,GBP,2016-09-29,UK - Department for International Development (DFID),GB-GOV-1,,International Procurement Agency,NL-KVK-32037590,,DFID Purchased Relief Supplies,,,,,,,,,,,,,,GB-1-204861-101,2,2019-12-18 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two,"This activity (Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two) is a component of Expanding Social Protection in Uganda - Phase Two reported by DFID, with a funding type of 'Procurement of goods' and a budget of £1,940,095. This component benefits Uganda, and works in the following sector(s): Social Protection. , with the following implementing partners: International Procurement Agency. The start date is 01-07-2015 and the end date is 30-06-2022.",2,2015-07-01,2022-06-30,2015-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,International Procurement Agency,NL-KVK-32037590,Private Sector,70,UG,Uganda,,,,,16010,Social/ welfare services,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
3,2016-09-29,GBP,2537,7045704,GBP,2016-09-29,UK - Department for International Development (DFID),GB-GOV-1,,International Procurement Agency,NL-KVK-32037590,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204861-101,2,2019-12-18 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two,"This activity (Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two) is a component of Expanding Social Protection in Uganda - Phase Two reported by DFID, with a funding type of 'Procurement of goods' and a budget of £1,940,095. This component benefits Uganda, and works in the following sector(s): Social Protection. , with the following implementing partners: International Procurement Agency. The start date is 01-07-2015 and the end date is 30-06-2022.",2,2015-07-01,2022-06-30,2015-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,International Procurement Agency,NL-KVK-32037590,Private Sector,70,UG,Uganda,,,,,16010,Social/ welfare services,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
3,2016-10-14,GBP,4496,7074482,GBP,2016-10-14,UK - Department for International Development (DFID),GB-GOV-1,,International Procurement Agency,NL-KVK-32037590,,DFID Purchased Relief Supplies,,,,,,,,,,,,,,GB-1-204861-101,2,2019-12-18 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two,"This activity (Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two) is a component of Expanding Social Protection in Uganda - Phase Two reported by DFID, with a funding type of 'Procurement of goods' and a budget of £1,940,095. This component benefits Uganda, and works in the following sector(s): Social Protection. , with the following implementing partners: International Procurement Agency. The start date is 01-07-2015 and the end date is 30-06-2022.",2,2015-07-01,2022-06-30,2015-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,International Procurement Agency,NL-KVK-32037590,Private Sector,70,UG,Uganda,,,,,16010,Social/ welfare services,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
3,2016-10-21,GBP,5425,7080503,GBP,2016-10-21,UK - Department for International Development (DFID),GB-GOV-1,,International Procurement Agency,NL-KVK-32037590,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204861-101,2,2019-12-18 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two,"This activity (Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two) is a component of Expanding Social Protection in Uganda - Phase Two reported by DFID, with a funding type of 'Procurement of goods' and a budget of £1,940,095. This component benefits Uganda, and works in the following sector(s): Social Protection. , with the following implementing partners: International Procurement Agency. The start date is 01-07-2015 and the end date is 30-06-2022.",2,2015-07-01,2022-06-30,2015-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,International Procurement Agency,NL-KVK-32037590,Private Sector,70,UG,Uganda,,,,,16010,Social/ welfare services,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
3,2016-10-24,GBP,183905,7081151,GBP,2016-10-24,UK - Department for International Development (DFID),GB-GOV-1,,International Procurement Agency,NL-KVK-32037590,,DFID Purchased Relief Supplies,,,,,,,,,,,,,,GB-1-204861-101,2,2019-12-18 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two,"This activity (Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two) is a component of Expanding Social Protection in Uganda - Phase Two reported by DFID, with a funding type of 'Procurement of goods' and a budget of £1,940,095. This component benefits Uganda, and works in the following sector(s): Social Protection. , with the following implementing partners: International Procurement Agency. The start date is 01-07-2015 and the end date is 30-06-2022.",2,2015-07-01,2022-06-30,2015-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,International Procurement Agency,NL-KVK-32037590,Private Sector,70,UG,Uganda,,,,,16010,Social/ welfare services,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
3,2016-11-03,GBP,86027,7101546,GBP,2016-11-03,UK - Department for International Development (DFID),GB-GOV-1,,International Procurement Agency,NL-KVK-32037590,,DFID Purchased Relief Supplies,,,,,,,,,,,,,,GB-1-204861-101,2,2019-12-18 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two,"This activity (Procurement of Goods for the implementation of Expanding Social Protection in Uganda- Phase Two) is a component of Expanding Social Protection in Uganda - Phase Two reported by DFID, with a funding type of 'Procurement of goods' and a budget of £1,940,095. This component benefits Uganda, and works in the following sector(s): Social Protection. , with the following implementing partners: International Procurement Agency. The start date is 01-07-2015 and the end date is 30-06-2022.",2,2015-07-01,2022-06-30,2015-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,International Procurement Agency,NL-KVK-32037590,Private Sector,70,UG,Uganda,,,,,16010,Social/ welfare services,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
